Date,Close,High,Low,Open,Volume
,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS,NIFTYBEES.NS
2021-06-02,167.2899932861328,167.60000610351562,164.41000366210938,166.75,932798
2021-06-03,168.1699981689453,177.6999969482422,167.3000030517578,167.3000030517578,1011967
2021-06-04,168.14999389648438,174.89999389648438,159.0,174.89999389648438,1058387
2021-06-07,168.6300048828125,174.39999389648438,168.14999389648438,174.39999389648438,1733382
2021-06-08,168.57000732421875,169.63999938964844,167.1999969482422,169.63999938964844,695044
2021-06-09,167.58999633789062,174.39999389648438,159.3000030517578,174.39999389648438,1198930
2021-06-10,168.60000610351562,174.38999938964844,165.0500030517578,174.38999938964844,687667
2021-06-11,169.3300018310547,173.89999389648438,167.1999969482422,173.89999389648438,1395622
2021-06-14,169.55999755859375,174.8800048828125,166.3000030517578,174.8800048828125,1875312
2021-06-15,170.27000427246094,174.39999389648438,169.0,173.97999572753906,720652
2021-06-16,169.69000244140625,174.39999389648438,169.3000030517578,173.94000244140625,1152832
2021-06-17,168.7899932861328,179.0,168.10000610351562,179.0,1063422
2021-06-18,168.6699981689453,169.8000030517578,166.4499969482422,168.86000061035156,1658740
2021-06-21,169.07000732421875,169.38999938964844,166.5,168.0,1931684
2021-06-22,169.41000366210938,183.47999572753906,169.10000610351562,183.47999572753906,1140000
2021-06-23,168.67999267578125,173.8000030517578,168.5,173.8000030517578,1054283
2021-06-24,169.67999267578125,184.8800048828125,168.10000610351562,184.8800048828125,868516
2021-06-25,170.39999389648438,170.67999267578125,165.0,170.67999267578125,1087315
2021-06-28,169.85000610351562,173.5,169.8000030517578,170.39999389648438,1404615
2021-06-29,169.3300018310547,184.42999267578125,166.66000366210938,184.42999267578125,1121228
2021-06-30,169.1300048828125,173.35000610351562,160.14999389648438,173.35000610351562,846600
2021-07-01,168.9199981689453,173.4499969482422,168.50999450683594,173.4499969482422,1040915
2021-07-02,169.33999633789062,171.85000610351562,167.5500030517578,171.85000610351562,843371
2021-07-05,170.1300048828125,173.8800048828125,166.5,172.39999389648438,1200342
2021-07-06,170.1699981689453,171.0,168.75,170.89999389648438,949072
2021-07-07,170.4600067138672,172.25,169.13999938964844,172.25,715925
2021-07-08,169.47000122070312,180.6999969482422,169.02000427246094,172.1999969482422,1285484
2021-07-09,169.07000732421875,173.39999389648438,168.5,173.39999389648438,1420007
2021-07-12,169.0399932861328,176.38999938964844,165.1699981689453,176.38999938964844,842741
2021-07-13,170.1699981689453,172.85000610351562,169.25,172.85000610351562,607828
2021-07-14,170.60000610351562,172.35000610351562,166.5500030517578,172.35000610351562,699257
2021-07-15,171.27999877929688,184.89999389648438,169.5,184.89999389648438,765208
2021-07-16,171.41000366210938,173.1999969482422,151.6999969482422,173.1999969482422,610263
2021-07-19,169.77000427246094,174.94000244140625,169.02000427246094,174.94000244140625,1366502
2021-07-20,168.5399932861328,184.8300018310547,167.9600067138672,184.8300018310547,2191600
2021-07-22,170.36000061035156,172.60000610351562,168.80999755859375,172.60000610351562,895788
2021-07-23,170.57000732421875,172.77999877929688,166.0500030517578,172.77999877929688,997334
2021-07-26,170.27999877929688,174.83999633789062,169.10000610351562,174.83999633789062,1124977
2021-07-27,169.67999267578125,174.74000549316406,169.24000549316406,174.74000549316406,1005585
2021-07-28,169.33999633789062,172.5500030517578,167.39999389648438,172.5500030517578,1800475
2021-07-29,169.9499969482422,170.9499969482422,168.4499969482422,170.25,553884
2021-07-30,169.69000244140625,179.89999389648438,135.50999450683594,179.89999389648438,991454
2021-08-02,171.0,174.69000244140625,170.0,174.69000244140625,953704
2021-08-03,173.27000427246094,173.39999389648438,161.0,172.5800018310547,1725861
2021-08-04,174.6699981689453,175.0,173.14999389648438,174.75,1283417
2021-08-05,175.1300048828125,177.39999389648438,172.5500030517578,177.39999389648438,1016990
2021-08-06,174.85000610351562,188.75,174.64999389648438,188.75,763764
2021-08-09,175.41000366210938,177.8000030517578,170.14999389648438,177.8000030517578,717383
2021-08-10,175.6300048828125,176.25,174.82000732421875,175.89999389648438,772380
2021-08-11,175.3699951171875,188.9499969482422,160.14999389648438,188.9499969482422,958183
2021-08-12,176.1699981689453,176.6999969482422,174.5500030517578,176.6999969482422,793639
2021-08-13,177.94000244140625,189.8000030517578,175.5500030517578,189.8000030517578,1213494
2021-08-16,178.60000610351562,179.89999389648438,176.60000610351562,179.89999389648438,758499
2021-08-17,178.91000366210938,182.44000244140625,155.39999389648438,182.44000244140625,733550
2021-08-18,178.75999450683594,194.75,174.6300048828125,194.75,1545056
2021-08-20,177.32000732421875,194.0,176.0800018310547,194.0,1825110
2021-08-23,178.10000610351562,193.42999267578125,177.0,193.42999267578125,899824
2021-08-24,179.4600067138672,188.42999267578125,167.4499969482422,188.42999267578125,801419
2021-08-25,179.47000122070312,193.9499969482422,179.1999969482422,193.9499969482422,640105
2021-08-26,179.52000427246094,190.0,179.0,190.0,822706
2021-08-27,180.24000549316406,184.8300018310547,168.6999969482422,184.8300018310547,773596
2021-08-30,182.57000732421875,187.9499969482422,179.3000030517578,187.9499969482422,1108398
2021-08-31,184.5500030517578,193.42999267578125,182.00999450683594,193.42999267578125,1826619
2021-09-01,184.30999755859375,187.6999969482422,171.16000366210938,187.6999969482422,2863644
2021-09-02,185.9600067138672,186.0,180.25,185.25,887174
2021-09-03,186.91000366210938,193.38999938964844,172.30999755859375,172.30999755859375,1329680
2021-09-06,187.5500030517578,188.4499969482422,186.9600067138672,186.9600067138672,1038640
2021-09-07,187.1699981689453,188.39999389648438,186.60000610351562,187.9499969482422,855784
2021-09-08,187.13999938964844,188.44000244140625,186.35000610351562,188.44000244140625,1193553
2021-09-09,187.4199981689453,193.38999938964844,186.0500030517578,193.38999938964844,541346
2021-09-13,187.11000061035156,188.1999969482422,186.4499969482422,188.1999969482422,1223906
2021-09-14,187.5399932861328,214.8300018310547,180.16000366210938,214.8300018310547,738023
2021-09-15,189.00999450683594,192.35000610351562,163.1999969482422,163.1999969482422,671943
2021-09-16,190.22000122070312,191.9499969482422,188.60000610351562,191.9499969482422,775593
2021-09-17,189.82000732421875,195.38999938964844,173.10000610351562,173.10000610351562,1221723
2021-09-20,187.86000061035156,190.24000549316406,187.39999389648438,187.4499969482422,1422295
2021-09-21,189.66000366210938,199.64999389648438,187.1199951171875,199.64999389648438,4120688
2021-09-22,189.69000244140625,192.83999633789062,189.05999755859375,192.83999633789062,4307400
2021-09-23,192.2899932861328,194.39999389648438,190.0,194.39999389648438,1010781
2021-09-24,192.6300048828125,197.39999389648438,188.0,197.39999389648438,1273255
2021-09-27,192.7899932861328,204.74000549316406,183.66000366210938,204.74000549316406,1562160
2021-09-28,191.44000244140625,221.6999969482422,189.86000061035156,221.6999969482422,2048952
2021-09-29,191.14999389648438,209.0,174.1999969482422,174.1999969482422,947847
2021-09-30,190.11000061035156,197.44000244140625,189.1999969482422,197.44000244140625,1268872
2021-10-01,189.22000122070312,193.5,188.4199981689453,193.5,1588636
2021-10-04,191.02999877929688,197.38999938964844,187.0500030517578,187.0500030517578,1077774
2021-10-05,192.1999969482422,192.3000030517578,189.6999969482422,191.64999389648438,1027571
2021-10-06,190.19000244140625,199.38999938964844,187.10000610351562,199.38999938964844,1363144
2021-10-07,191.82000732421875,193.07000732421875,187.0500030517578,187.0500030517578,791922
2021-10-08,192.5800018310547,197.44000244140625,190.14999389648438,197.44000244140625,995591
2021-10-11,193.08999633789062,194.0,167.5,193.1199951171875,980337
2021-10-12,193.66000366210938,219.8000030517578,182.60000610351562,219.8000030517578,977091
2021-10-13,195.55999755859375,204.85000610351562,185.25,204.85000610351562,964360
2021-10-14,197.11000061035156,205.27999877929688,195.75,205.27999877929688,1437892
2021-10-18,198.91000366210938,207.38999938964844,195.75,207.38999938964844,1286340
2021-10-19,198.41000366210938,207.8000030517578,197.99000549316406,198.16000366210938,1401551
2021-10-20,197.3000030517578,202.38999938964844,196.4600067138672,202.38999938964844,1250249
2021-10-21,196.0800018310547,201.44000244140625,190.0500030517578,201.44000244140625,1805437
2021-10-22,195.67999267578125,199.85000610351562,194.77999877929688,199.85000610351562,1652430
2021-10-25,195.7100067138672,198.64999389648438,194.05999755859375,198.64999389648438,1765164
2021-10-26,197.1300048828125,199.38999938964844,194.0500030517578,199.38999938964844,1534000
2021-10-27,196.5399932861328,203.38999938964844,194.10000610351562,203.38999938964844,617383
2021-10-28,193.67999267578125,209.0,192.97999572753906,209.0,3088059
2021-10-29,191.16000366210938,209.0,182.10000610351562,209.0,3221676
2021-11-01,193.83999633789062,208.8800048828125,191.36000061035156,208.8800048828125,1708376
2021-11-02,193.10000610351562,206.89999389648438,183.60000610351562,206.89999389648438,1283566
2021-11-03,192.5800018310547,200.0,190.10000610351562,200.0,955400
2021-11-04,193.58999633789062,207.8800048828125,185.11000061035156,207.8800048828125,671760
2021-11-08,195.3699951171875,200.0,192.60000610351562,200.0,1519865
2021-11-09,194.8800048828125,200.0,193.0,200.0,893324
2021-11-10,194.66000366210938,199.0,192.92999267578125,199.0,992035
2021-11-11,193.25,199.89999389648438,192.10000610351562,199.89999389648438,1515188
2021-11-12,195.4600067138672,198.0,191.25,198.0,783229
2021-11-15,195.52000427246094,199.5,190.0,199.5,996741
2021-11-16,194.47000122070312,199.5,194.14999389648438,199.5,814109
2021-11-17,193.52999877929688,199.5,192.10000610351562,199.5,688797
2021-11-18,192.13999938964844,197.44000244140625,191.3300018310547,197.44000244140625,1517958
2021-11-22,188.52999877929688,209.39999389648438,186.0,197.44000244140625,5172290
2021-11-23,189.39999389648438,193.39999389648438,177.1999969482422,193.39999389648438,3015629
2021-11-24,188.25,192.39999389648438,187.77999877929688,192.39999389648438,1530991
2021-11-25,189.50999450683594,189.85000610351562,187.1199951171875,188.6999969482422,1795882
2021-11-26,184.50999450683594,193.0,183.80999755859375,193.0,6059071
2021-11-29,184.5500030517578,187.66000366210938,180.10000610351562,187.66000366210938,2673261
2021-11-30,183.6999969482422,188.0,183.2100067138672,188.0,2393478
2021-12-01,185.72000122070312,187.5,183.10000610351562,187.5,1170241
2021-12-02,187.99000549316406,188.19000244140625,184.50999450683594,186.9199981689453,1486616
2021-12-03,186.0,192.5,185.75,192.5,1581371
2021-12-06,183.00999450683594,192.39999389648438,182.8000030517578,192.39999389648438,2784801
2021-12-07,185.7100067138672,190.0,180.10000610351562,190.0,1224647
2021-12-08,188.47999572753906,191.0,185.7100067138672,191.0,1425972
2021-12-09,189.13999938964844,192.5,187.16000366210938,192.5,1108273
2021-12-10,189.08999633789062,192.5,185.0,185.0,994683
2021-12-13,187.89999389648438,192.39999389648438,187.60000610351562,192.39999389648438,1528129
2021-12-14,187.3300018310547,192.39999389648438,184.91000366210938,188.14999389648438,1054763
2021-12-15,186.25,192.0,185.4499969482422,192.0,1079759
2021-12-16,186.6199951171875,190.0,185.0,190.0,1960645
2021-12-17,183.77000427246094,190.0,182.0,190.0,3432337
2021-12-20,179.92999267578125,187.5,177.85000610351562,187.5,11424477
2021-12-21,181.4499969482422,185.0,180.0,185.0,2314192
2021-12-22,183.3300018310547,185.0,180.0500030517578,185.0,1263241
2021-12-23,184.10000610351562,187.5,183.5,187.5,2003481
2021-12-24,183.4499969482422,187.5,180.10000610351562,187.5,1561743
2021-12-27,184.5500030517578,187.49000549316406,178.0,187.49000549316406,1195033
2021-12-28,186.3000030517578,187.4499969482422,184.5500030517578,187.4499969482422,1823403
2021-12-29,186.1199951171875,188.89999389648438,182.5,188.89999389648438,1149172
2021-12-30,186.13999938964844,187.4499969482422,185.3000030517578,186.72000122070312,1554321
2021-12-31,187.7899932861328,188.77000427246094,185.14999389648438,188.0,2531648
2022-01-03,190.72000122070312,190.9499969482422,185.3000030517578,190.0,2595035
2022-01-04,192.4600067138672,198.91000366210938,189.1999969482422,198.91000366210938,1985741
2022-01-05,193.33999633789062,195.0,191.3000030517578,195.0,1532485
2022-01-06,191.9199981689453,193.0,190.75,193.0,2295715
2022-01-07,192.4199981689453,194.0,191.39999389648438,194.0,1164892
2022-01-10,194.35000610351562,194.5,192.4499969482422,193.6999969482422,2125975
2022-01-11,194.69000244140625,196.0,193.25,196.0,1055181
2022-01-12,196.1999969482422,197.5,195.0500030517578,197.5,1506313
2022-01-13,197.0,198.8000030517578,195.8000030517578,198.8000030517578,1965999
2022-01-14,197.36000061035156,199.85000610351562,195.5,199.85000610351562,1926983
2022-01-17,198.02999877929688,223.0,195.6999969482422,223.0,1655939
2022-01-18,195.97000122070312,199.0,195.60000610351562,199.0,1936923
2022-01-19,194.17999267578125,221.39999389648438,193.0,221.39999389648438,1947061
2022-01-20,192.17999267578125,195.8000030517578,191.10000610351562,195.8000030517578,3125434
2022-01-21,190.63999938964844,191.99000549316406,189.22000122070312,191.99000549316406,3135380
2022-01-24,185.7899932861328,196.8000030517578,184.0500030517578,196.8000030517578,9706128
2022-01-25,187.07000732421875,187.3800048828125,183.0500030517578,185.49000549316406,5883754
2022-01-27,185.3300018310547,194.0,182.6999969482422,194.0,5945584
2022-01-28,185.10000610351562,188.05999755859375,184.8000030517578,187.75,2774965
2022-01-31,187.6300048828125,199.8800048828125,185.25,199.8800048828125,2238333
2022-02-01,189.6999969482422,190.8000030517578,178.11000061035156,190.8000030517578,4046199
2022-02-02,192.1199951171875,194.0,189.6999969482422,194.0,2272990
2022-02-03,190.00999450683594,195.0,189.60000610351562,195.0,2498448
2022-02-04,189.58999633789062,193.0,189.00999450683594,193.0,3276311
2022-02-07,186.33999633789062,193.0,185.38999938964844,193.0,3745509
2022-02-08,186.80999755859375,190.0,184.5,190.0,2401848
